Datum,Jahr,Monat,Tag_des_Monats,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Temperatur_Code,Wettercode_Ueberkat,Windgeschwindigkeit_kodiert
2018-03-09,2018,3,9,7,4.45,13,61,2,1,2
2018-04-25,2018,4,25,7,9.25,13,61,2,1,2
2018-10-27,2018,10,27,7,5.8375,13,63,2,1,2
2019-01-12,2019,1,12,7,6.0875,13,61,2,1,2
2019-03-03,2019,3,3,6,8.975,13,61,2,1,2
2019-03-12,2019,3,12,6,5.425,13,61,2,1,2
2013-12-21,2013,12,21,8,6.5625,13,63,2,1,2
2014-01-20,2014,1,20,8,0.3875,13,61,2,1,2
2014-08-25,2014,8,25,5,14.7875,13,65,2,1,2
2014-11-18,2014,11,18,7,8.875,13,61,2,1,2
2014-12-10,2014,12,10,5,4.875,13,61,2,1,2
2015-02-09,2015,2,9,7,6.875,13,61,2,1,2
2015-05-27,2015,5,27,7,12.625,13,61,2,1,2
2015-06-18,2015,6,18,7,13.25,13,61,2,1,2
2016-01-31,2016,1,31,6,4.125,13,61,2,1,2
2016-03-22,2016,3,22,7,8.125,13,61,2,1,2
2016-04-29,2016,4,29,6,9.75,13,61,2,1,2
2016-10-14,2016,10,14,7,9.125,13,61,2,1,2
2017-01-30,2017,1,30,7,2.625,13,61,2,1,2
2017-04-12,2017,4,12,7,8.75,13,61,2,1,2
2017-04-27,2017,4,27,6,8.625,13,61,2,1,2
2017-05-12,2017,5,12,7,12.75,13,61,2,1,2
2017-09-14,2017,9,14,7,13.2375,13,61,2,1,2
2017-12-07,2017,12,7,8,5.7625,13,61,2,1,2
2018-03-09,2018,3,9,7,4.45,13,61,2,1,2
2018-04-25,2018,4,25,7,9.25,13,61,2,1,2
2018-10-27,2018,10,27,7,5.8375,13,63,2,1,2
2019-01-12,2019,1,12,7,6.0875,13,61,2,1,2
2019-03-03,2019,3,3,6,8.975,13,61,2,1,2
2019-03-12,2019,3,12,6,5.425,13,61,2,1,2
2013-12-21,2013,12,21,8,6.5625,13,63,2,1,2
2014-01-20,2014,1,20,8,0.3875,13,61,2,1,2
2014-08-25,2014,8,25,5,14.7875,13,65,2,1,2
2014-11-18,2014,11,18,7,8.875,13,61,2,1,2
2014-12-10,2014,12,10,5,4.875,13,61,2,1,2
2015-02-09,2015,2,9,7,6.875,13,61,2,1,2
2015-05-27,2015,5,27,7,12.625,13,61,2,1,2
2016-01-31,2016,1,31,6,4.125,13,61,2,1,2
2016-03-22,2016,3,22,7,8.125,13,61,2,1,2
2016-04-29,2016,4,29,6,9.75,13,61,2,1,2
2016-10-14,2016,10,14,7,9.125,13,61,2,1,2
2017-01-30,2017,1,30,7,2.625,13,61,2,1,2
2017-04-12,2017,4,12,7,8.75,13,61,2,1,2
2017-04-27,2017,4,27,6,8.625,13,61,2,1,2
2017-05-12,2017,5,12,7,12.75,13,61,2,1,2
2017-09-14,2017,9,14,7,13.2375,13,61,2,1,2
2017-12-07,2017,12,7,8,5.7625,13,61,2,1,2
2018-03-09,2018,3,9,7,4.45,13,61,2,1,2
2018-04-25,2018,4,25,7,9.25,13,61,2,1,2
2018-10-27,2018,10,27,7,5.8375,13,63,2,1,2
2019-01-12,2019,1,12,7,6.0875,13,61,2,1,2
2019-03-03,2019,3,3,6,8.975,13,61,2,1,2
2019-03-12,2019,3,12,6,5.425,13,61,2,1,2
2013-12-21,2013,12,21,8,6.5625,13,63,2,1,2
2014-01-20,2014,1,20,8,0.3875,13,61,2,1,2
2014-08-25,2014,8,25,5,14.7875,13,65,2,1,2
2014-11-18,2014,11,18,7,8.875,13,61,2,1,2
2014-12-10,2014,12,10,5,4.875,13,61,2,1,2
2015-02-09,2015,2,9,7,6.875,13,61,2,1,2
2015-05-27,2015,5,27,7,12.625,13,61,2,1,2
2015-06-18,2015,6,18,7,13.25,13,61,2,1,2
2016-01-31,2016,1,31,6,4.125,13,61,2,1,2
2016-03-22,2016,3,22,7,8.125,13,61,2,1,2
2016-04-29,2016,4,29,6,9.75,13,61,2,1,2
2016-10-14,2016,10,14,7,9.125,13,61,2,1,2
2017-01-30,2017,1,30,7,2.625,13,61,2,1,2
2017-04-12,2017,4,12,7,8.75,13,61,2,1,2
2017-04-27,2017,4,27,6,8.625,13,61,2,1,2
2017-05-12,2017,5,12,7,12.75,13,61,2,1,2
2017-09-14,2017,9,14,7,13.2375,13,61,2,1,2
2017-12-07,2017,12,7,8,5.7625,13,61,2,1,2
2018-03-09,2018,3,9,7,4.45,13,61,2,1,2
2018-04-25,2018,4,25,7,9.25,13,61,2,1,2
2018-10-27,2018,10,27,7,5.8375,13,63,2,1,2
2019-01-12,2019,1,12,7,6.0875,13,61,2,1,2
2019-03-03,2019,3,3,6,8.975,13,61,2,1,2
2019-03-12,2019,3,12,6,5.425,13,61,2,1,2
2013-12-21,2013,12,21,8,6.5625,13,63,2,1,2
2014-11-18,2014,11,18,7,8.875,13,61,2,1,2
2014-12-10,2014,12,10,5,4.875,13,61,2,1,2
2017-12-07,2017,12,7,8,5.7625,13,61,2,1,2
2014-07-27,2014,7,27,3,25.55,12,21,4,5,1
2014-07-27,2014,7,27,3,25.55,12,21,4,5,1
2014-07-27,2014,7,27,3,25.55,12,21,4,5,1
2014-07-27,2014,7,27,3,25.55,12,21,4,5,1
2014-07-27,2014,7,27,3,25.55,12,21,4,5,1
2013-08-08,2013,8,8,7,16.975,12,20,3,5,1
2014-06-08,2014,6,8,6,22.1,12,21,3,5,1
2014-07-31,2014,7,31,3,22.4375,12,21,3,5,1
2014-08-12,2014,8,12,5,16.9125,12,95,3,5,1
2014-09-08,2014,9,8,4,17.375,12,21,3,5,1
2015-07-17,2015,7,17,4,23.25,12,21,3,5,1
2015-07-20,2015,7,20,6,18.375,12,20,3,5,1
2015-08-25,2015,8,25,6,17.75,12,21,3,5,1
2016-06-18,2016,6,18,6,18,12,21,3,5,1
2016-07-19,2016,7,19,6,22.375,12,20,3,5,1
2016-09-03,2016,9,3,5,19.25,12,21,3,5,1
2016-09-23,2016,9,23,4,18.625,12,21,3,5,1
2017-09-12,2017,9,12,5,16.1,12,21,3,5,1
2018-05-27,2018,5,27,7,16.425,12,20,3,5,1
2018-06-12,2018,6,12,8,15.3125,12,20,3,5,1
2018-07-05,2018,7,5,7,17.5,12,20,3,5,1
2018-07-11,2018,7,11,7,19.625,12,21,3,5,1
2018-08-26,2018,8,26,3,16.9875,12,21,3,5,1
2019-06-03,2019,6,3,6,22.225,12,21,3,5,1
2013-08-08,2013,8,8,7,16.975,12,20,3,5,1
2014-06-08,2014,6,8,6,22.1,12,21,3,5,1
2014-07-31,2014,7,31,3,22.4375,12,21,3,5,1
2014-08-12,2014,8,12,5,16.9125,12,95,3,5,1
2014-09-08,2014,9,8,4,17.375,12,21,3,5,1
2015-07-17,2015,7,17,4,23.25,12,21,3,5,1
2015-07-20,2015,7,20,6,18.375,12,20,3,5,1
2015-08-25,2015,8,25,6,17.75,12,21,3,5,1
2016-06-18,2016,6,18,6,18,12,21,3,5,1
2016-07-19,2016,7,19,6,22.375,12,20,3,5,1
2016-09-03,2016,9,3,5,19.25,12,21,3,5,1
2016-09-23,2016,9,23,4,18.625,12,21,3,5,1
2017-09-12,2017,9,12,5,16.1,12,21,3,5,1
2018-05-27,2018,5,27,7,16.425,12,20,3,5,1
2018-06-12,2018,6,12,8,15.3125,12,20,3,5,1
2018-07-05,2018,7,5,7,17.5,12,20,3,5,1
2018-07-11,2018,7,11,7,19.625,12,21,3,5,1
2018-08-26,2018,8,26,3,16.9875,12,21,3,5,1
2019-06-03,2019,6,3,6,22.225,12,21,3,5,1
2013-08-08,2013,8,8,7,16.975,12,20,3,5,1
2014-06-08,2014,6,8,6,22.1,12,21,3,5,1
2014-07-31,2014,7,31,3,22.4375,12,21,3,5,1
2014-08-12,2014,8,12,5,16.9125,12,95,3,5,1
2014-09-08,2014,9,8,4,17.375,12,21,3,5,1
2015-07-17,2015,7,17,4,23.25,12,21,3,5,1
2015-07-20,2015,7,20,6,18.375,12,20,3,5,1
2015-08-25,2015,8,25,6,17.75,12,21,3,5,1
2016-06-18,2016,6,18,6,18,12,21,3,5,1
2016-07-19,2016,7,19,6,22.375,12,20,3,5,1
2016-09-03,2016,9,3,5,19.25,12,21,3,5,1
2016-09-23,2016,9,23,4,18.625,12,21,3,5,1
2017-09-12,2017,9,12,5,16.1,12,21,3,5,1
2018-05-27,2018,5,27,7,16.425,12,20,3,5,1
2018-06-12,2018,6,12,8,15.3125,12,20,3,5,1
2018-07-05,2018,7,5,7,17.5,12,20,3,5,1
2018-07-11,2018,7,11,7,19.625,12,21,3,5,1
2018-08-26,2018,8,26,3,16.9875,12,21,3,5,1
2019-06-03,2019,6,3,6,22.225,12,21,3,5,1
2013-08-08,2013,8,8,7,16.975,12,20,3,5,1
2014-06-08,2014,6,8,6,22.1,12,21,3,5,1
2014-08-12,2014,8,12,5,16.9125,12,95,3,5,1
2014-09-08,2014,9,8,4,17.375,12,21,3,5,1
2015-07-17,2015,7,17,4,23.25,12,21,3,5,1
2015-07-20,2015,7,20,6,18.375,12,20,3,5,1
2015-08-25,2015,8,25,6,17.75,12,21,3,5,1
2016-06-18,2016,6,18,6,18,12,21,3,5,1
2016-07-19,2016,7,19,6,22.375,12,20,3,5,1
2016-09-03,2016,9,3,5,19.25,12,21,3,5,1
2016-09-23,2016,9,23,4,18.625,12,21,3,5,1
2017-09-12,2017,9,12,5,16.1,12,21,3,5,1
2018-05-27,2018,5,27,7,16.425,12,20,3,5,1
2018-06-12,2018,6,12,8,15.3125,12,20,3,5,1
2018-07-05,2018,7,5,7,17.5,12,20,3,5,1
2018-07-11,2018,7,11,7,19.625,12,21,3,5,1
2018-08-26,2018,8,26,3,16.9875,12,21,3,5,1
2019-06-03,2019,6,3,6,22.225,12,21,3,5,1
2013-08-08,2013,8,8,7,16.975,12,20,3,5,1
2014-06-08,2014,6,8,6,22.1,12,21,3,5,1
2014-07-31,2014,7,31,3,22.4375,12,21,3,5,1
2014-08-12,2014,8,12,5,16.9125,12,95,3,5,1
2014-09-08,2014,9,8,4,17.375,12,21,3,5,1
2015-07-17,2015,7,17,4,23.25,12,21,3,5,1
2015-07-20,2015,7,20,6,18.375,12,20,3,5,1
2015-08-25,2015,8,25,6,17.75,12,21,3,5,1
2016-06-18,2016,6,18,6,18,12,21,3,5,1
2016-07-19,2016,7,19,6,22.375,12,20,3,5,1
2016-09-03,2016,9,3,5,19.25,12,21,3,5,1
2016-09-23,2016,9,23,4,18.625,12,21,3,5,1
2017-09-12,2017,9,12,5,16.1,12,21,3,5,1
2018-05-27,2018,5,27,7,16.425,12,20,3,5,1
2018-06-12,2018,6,12,8,15.3125,12,20,3,5,1
2018-07-05,2018,7,5,7,17.5,12,20,3,5,1
2018-07-11,2018,7,11,7,19.625,12,21,3,5,1
2018-08-26,2018,8,26,3,16.9875,12,21,3,5,1
2019-06-03,2019,6,3,6,22.225,12,21,3,5,1
2014-12-11,2014,12,11,7,4,12,95,2,5,1
2015-01-17,2015,1,17,1,4.25,12,21,2,5,1
2015-01-29,2015,1,29,7,1.5,12,75,2,5,1
2015-03-06,2015,3,6,7,8.125,12,20,2,5,1
2015-12-09,2015,12,9,3,8.75,12,21,2,5,1
2016-02-04,2016,2,4,5,4.25,12,22,2,5,1
2016-02-07,2016,2,7,6,9.75,12,21,2,5,1
2017-02-07,2017,2,7,7,0,12,77,2,5,1
2017-02-18,2017,2,18,7,4.625,12,20,2,5,1
2017-12-12,2017,12,12,7,1.55,12,68,2,5,1
2017-12-13,2017,12,13,7,1.9875,12,69,2,5,1
2018-02-16,2018,2,16,5,4.8625,12,21,2,5,1
2018-09-30,2018,9,30,5,13.9625,12,21,2,5,1
2018-10-01,2018,10,1,5,11.1625,12,21,2,5,1
2018-12-12,2018,12,12,7,4.175,12,21,2,5,1
2018-12-14,2018,12,14,7,2.175,12,22,2,5,1
2018-12-27,2018,12,27,7,7.125,12,20,2,5,1
2019-02-12,2019,2,12,4,5.225,12,20,2,5,1
2019-04-11,2019,4,11,7,5.3375,12,22,2,5,1
2014-12-11,2014,12,11,7,4,12,95,2,5,1
2015-01-17,2015,1,17,1,4.25,12,21,2,5,1
2015-01-29,2015,1,29,7,1.5,12,75,2,5,1
2015-03-06,2015,3,6,7,8.125,12,20,2,5,1
2015-12-09,2015,12,9,3,8.75,12,21,2,5,1
2016-02-04,2016,2,4,5,4.25,12,22,2,5,1
2016-02-07,2016,2,7,6,9.75,12,21,2,5,1
2017-02-07,2017,2,7,7,0,12,77,2,5,1
2017-02-18,2017,2,18,7,4.625,12,20,2,5,1
2017-12-12,2017,12,12,7,1.55,12,68,2,5,1
2017-12-13,2017,12,13,7,1.9875,12,69,2,5,1
2018-02-16,2018,2,16,5,4.8625,12,21,2,5,1
2018-09-30,2018,9,30,5,13.9625,12,21,2,5,1
2018-10-01,2018,10,1,5,11.1625,12,21,2,5,1
2018-12-12,2018,12,12,7,4.175,12,21,2,5,1
2018-12-14,2018,12,14,7,2.175,12,22,2,5,1
2018-12-27,2018,12,27,7,7.125,12,20,2,5,1
2019-02-12,2019,2,12,4,5.225,12,20,2,5,1
2019-04-11,2019,4,11,7,5.3375,12,22,2,5,1
2014-12-11,2014,12,11,7,4,12,95,2,5,1
2015-01-17,2015,1,17,1,4.25,12,21,2,5,1
2015-01-29,2015,1,29,7,1.5,12,75,2,5,1
2015-03-06,2015,3,6,7,8.125,12,20,2,5,1
2015-12-09,2015,12,9,3,8.75,12,21,2,5,1
2016-02-04,2016,2,4,5,4.25,12,22,2,5,1
2016-02-07,2016,2,7,6,9.75,12,21,2,5,1
2017-02-07,2017,2,7,7,0,12,77,2,5,1
2017-02-18,2017,2,18,7,4.625,12,20,2,5,1
2017-12-12,2017,12,12,7,1.55,12,68,2,5,1
2017-12-13,2017,12,13,7,1.9875,12,69,2,5,1
2018-02-16,2018,2,16,5,4.8625,12,21,2,5,1
2018-09-30,2018,9,30,5,13.9625,12,21,2,5,1
2018-10-01,2018,10,1,5,11.1625,12,21,2,5,1
2018-12-12,2018,12,12,7,4.175,12,21,2,5,1
2018-12-14,2018,12,14,7,2.175,12,22,2,5,1
2018-12-27,2018,12,27,7,7.125,12,20,2,5,1
2019-02-12,2019,2,12,4,5.225,12,20,2,5,1
2019-04-11,2019,4,11,7,5.3375,12,22,2,5,1
2014-12-11,2014,12,11,7,4,12,95,2,5,1
2015-01-17,2015,1,17,1,4.25,12,21,2,5,1
2015-01-29,2015,1,29,7,1.5,12,75,2,5,1
2015-03-06,2015,3,6,7,8.125,12,20,2,5,1
2015-12-09,2015,12,9,3,8.75,12,21,2,5,1
2016-02-04,2016,2,4,5,4.25,12,22,2,5,1
2016-02-07,2016,2,7,6,9.75,12,21,2,5,1
2017-02-07,2017,2,7,7,0,12,77,2,5,1
2017-02-18,2017,2,18,7,4.625,12,20,2,5,1
2017-12-12,2017,12,12,7,1.55,12,68,2,5,1
2017-12-13,2017,12,13,7,1.9875,12,69,2,5,1
2018-02-16,2018,2,16,5,4.8625,12,21,2,5,1
2018-09-30,2018,9,30,5,13.9625,12,21,2,5,1
2018-10-01,2018,10,1,5,11.1625,12,21,2,5,1
2018-12-12,2018,12,12,7,4.175,12,21,2,5,1
2018-12-14,2018,12,14,7,2.175,12,22,2,5,1
2018-12-27,2018,12,27,7,7.125,12,20,2,5,1
2019-02-12,2019,2,12,4,5.225,12,20,2,5,1
2019-04-11,2019,4,11,7,5.3375,12,22,2,5,1
2014-12-11,2014,12,11,7,4,12,95,2,5,1
2015-01-17,2015,1,17,1,4.25,12,21,2,5,1
2015-01-29,2015,1,29,7,1.5,12,75,2,5,1
2015-03-06,2015,3,6,7,8.125,12,20,2,5,1
2015-12-09,2015,12,9,3,8.75,12,21,2,5,1
2016-02-04,2016,2,4,5,4.25,12,22,2,5,1
2016-02-07,2016,2,7,6,9.75,12,21,2,5,1
2017-02-07,2017,2,7,7,0,12,77,2,5,1
2017-02-18,2017,2,18,7,4.625,12,20,2,5,1
2017-12-12,2017,12,12,7,1.55,12,68,2,5,1
2017-12-13,2017,12,13,7,1.9875,12,69,2,5,1
2018-02-16,2018,2,16,5,4.8625,12,21,2,5,1
2018-09-30,2018,9,30,5,13.9625,12,21,2,5,1
2018-10-01,2018,10,1,5,11.1625,12,21,2,5,1
2018-12-12,2018,12,12,7,4.175,12,21,2,5,1
2018-12-14,2018,12,14,7,2.175,12,22,2,5,1
2018-12-27,2018,12,27,7,7.125,12,20,2,5,1
2019-02-12,2019,2,12,4,5.225,12,20,2,5,1
2019-04-11,2019,4,11,7,5.3375,12,22,2,5,1
2014-12-11,2014,12,11,7,4,12,95,2,5,1
2015-12-09,2015,12,9,3,8.75,12,21,2,5,1
2017-12-12,2017,12,12,7,1.55,12,68,2,5,1
2017-12-13,2017,12,13,7,1.9875,12,69,2,5,1
2018-12-12,2018,12,12,7,4.175,12,21,2,5,1
2018-12-14,2018,12,14,7,2.175,12,22,2,5,1
2018-12-27,2018,12,27,7,7.125,12,20,2,5,1
2014-08-02,2014,8,2,2,26.0875,12,0,4,4,1
2015-07-02,2015,7,2,0,27.375,12,0,4,4,1
2018-07-26,2018,7,26,0,28.875,12,5,4,4,1
2018-08-04,2018,8,4,4,25.1375,12,0,4,4,1
2014-08-02,2014,8,2,2,26.0875,12,0,4,4,1
2015-07-02,2015,7,2,0,27.375,12,0,4,4,1
2018-07-26,2018,7,26,0,28.875,12,5,4,4,1
2018-08-04,2018,8,4,4,25.1375,12,0,4,4,1
2014-08-02,2014,8,2,2,26.0875,12,0,4,4,1
2015-07-02,2015,7,2,0,27.375,12,0,4,4,1
2018-07-26,2018,7,26,0,28.875,12,5,4,4,1
2018-08-04,2018,8,4,4,25.1375,12,0,4,4,1
2014-08-02,2014,8,2,2,26.0875,12,0,4,4,1
2015-07-02,2015,7,2,0,27.375,12,0,4,4,1
2018-07-26,2018,7,26,0,28.875,12,5,4,4,1
2018-08-04,2018,8,4,4,25.1375,12,0,4,4,1
2014-08-02,2014,8,2,2,26.0875,12,0,4,4,1
2015-07-02,2015,7,2,0,27.375,12,0,4,4,1
2018-07-26,2018,7,26,0,28.875,12,5,4,4,1
2018-08-04,2018,8,4,4,25.1375,12,0,4,4,1
2013-07-05,2013,7,5,5,19.975,12,0,3,4,1
2013-07-11,2013,7,11,0,21.375,12,5,3,4,1
2013-07-13,2013,7,13,1,20.125,12,0,3,4,1
2013-07-15,2013,7,15,6,18.7375,12,0,3,4,1
2013-07-23,2013,7,23,0,24.95,12,0,3,4,1
2013-08-27,2013,8,27,1,21.0875,12,0,3,4,1
2014-05-20,2014,5,20,0,20.725,12,0,3,4,1
2014-06-06,2014,6,6,3,19.3125,12,0,3,4,1
2014-06-12,2014,6,12,4,19.55,12,0,3,4,1
2014-06-30,2014,6,30,3,18.3375,12,0,3,4,1
2014-07-12,2014,7,12,0,20.375,12,0,3,4,1
2014-07-30,2014,7,30,6,22.925,12,0,3,4,1
2014-08-10,2014,8,10,6,23.1,12,0,3,4,1
2014-09-10,2014,9,10,2,18.625,12,0,3,4,1
2014-09-13,2014,9,13,7,17,12,0,3,4,1
2015-05-22,2015,5,22,4,17,12,0,3,4,1
2015-06-29,2015,6,29,3,21.5,12,0,3,4,1
2015-07-22,2015,7,22,2,23.75,12,0,3,4,1
2015-08-01,2015,8,1,0,17.625,12,0,3,4,1
2015-08-22,2015,8,22,0,23.5,12,0,3,4,1
2015-09-07,2015,9,7,0,17.25,12,0,3,4,1
2016-05-07,2016,5,7,0,22.125,12,0,3,4,1
2016-05-09,2016,5,9,0,19.875,12,0,3,4,1
2016-06-11,2016,6,11,0,17.375,12,0,3,4,1
2016-07-09,2016,7,9,5,19.125,12,0,3,4,1
2016-08-30,2016,8,30,2,20.25,12,0,3,4,1
2016-09-05,2016,9,5,0,19.125,12,0,3,4,1
2017-05-14,2017,5,14,2,18.75,12,0,3,4,1
2017-05-18,2017,5,18,4,23.125,12,0,3,4,1
2017-05-20,2017,5,20,4,16,12,0,3,4,1
2017-05-21,2017,5,21,1,18.625,12,0,3,4,1
2017-05-25,2017,5,25,2,18.875,12,0,3,4,1
2017-06-01,2017,6,1,0,17.375,12,5,3,4,1
2017-06-20,2017,6,20,0,20.75,12,0,3,4,1
2017-07-17,2017,7,17,6,18.5,12,0,3,4,1
2017-08-05,2017,8,5,4,20.125,12,0,3,4,1
2017-08-14,2017,8,14,1,18.6375,12,0,3,4,1
2018-05-09,2018,5,9,0,23.3,12,0,3,4,1
2018-06-01,2018,6,1,0,21.375,12,5,3,4,1
2018-07-01,2018,7,1,0,21.0625,12,5,3,4,1
2018-07-14,2018,7,14,7,17.7625,12,0,3,4,1
2018-08-29,2018,8,29,0,22.7,12,0,3,4,1
2018-09-10,2018,9,10,5,19.2375,12,0,3,4,1
2013-07-05,2013,7,5,5,19.975,12,0,3,4,1
2013-07-11,2013,7,11,0,21.375,12,5,3,4,1
2013-07-13,2013,7,13,1,20.125,12,0,3,4,1
2013-07-15,2013,7,15,6,18.7375,12,0,3,4,1
2013-07-23,2013,7,23,0,24.95,12,0,3,4,1
2013-08-27,2013,8,27,1,21.0875,12,0,3,4,1
2014-05-20,2014,5,20,0,20.725,12,0,3,4,1
2014-06-06,2014,6,6,3,19.3125,12,0,3,4,1
2014-06-12,2014,6,12,4,19.55,12,0,3,4,1
2014-06-30,2014,6,30,3,18.3375,12,0,3,4,1
2014-07-12,2014,7,12,0,20.375,12,0,3,4,1
2014-07-30,2014,7,30,6,22.925,12,0,3,4,1
2014-08-10,2014,8,10,6,23.1,12,0,3,4,1
2014-09-10,2014,9,10,2,18.625,12,0,3,4,1
2014-09-13,2014,9,13,7,17,12,0,3,4,1
2015-05-22,2015,5,22,4,17,12,0,3,4,1
2015-06-29,2015,6,29,3,21.5,12,0,3,4,1
2015-07-22,2015,7,22,2,23.75,12,0,3,4,1
2015-08-01,2015,8,1,0,17.625,12,0,3,4,1
2015-08-22,2015,8,22,0,23.5,12,0,3,4,1
2015-09-07,2015,9,7,0,17.25,12,0,3,4,1
2016-05-07,2016,5,7,0,22.125,12,0,3,4,1
2016-05-09,2016,5,9,0,19.875,12,0,3,4,1
2016-06-11,2016,6,11,0,17.375,12,0,3,4,1
2016-07-09,2016,7,9,5,19.125,12,0,3,4,1
2016-08-30,2016,8,30,2,20.25,12,0,3,4,1
2016-09-05,2016,9,5,0,19.125,12,0,3,4,1
2017-05-14,2017,5,14,2,18.75,12,0,3,4,1
2017-05-18,2017,5,18,4,23.125,12,0,3,4,1
2017-05-20,2017,5,20,4,16,12,0,3,4,1
2017-05-21,2017,5,21,1,18.625,12,0,3,4,1
2017-05-25,2017,5,25,2,18.875,12,0,3,4,1
2017-06-01,2017,6,1,0,17.375,12,5,3,4,1
2017-06-20,2017,6,20,0,20.75,12,0,3,4,1
2017-07-17,2017,7,17,6,18.5,12,0,3,4,1
2017-08-05,2017,8,5,4,20.125,12,0,3,4,1
2017-08-14,2017,8,14,1,18.6375,12,0,3,4,1
2018-05-09,2018,5,9,0,23.3,12,0,3,4,1
2018-06-01,2018,6,1,0,21.375,12,5,3,4,1
2018-07-01,2018,7,1,0,21.0625,12,5,3,4,1
2018-07-14,2018,7,14,7,17.7625,12,0,3,4,1
2018-08-29,2018,8,29,0,22.7,12,0,3,4,1
2018-09-10,2018,9,10,5,19.2375,12,0,3,4,1
2013-07-05,2013,7,5,5,19.975,12,0,3,4,1
2013-07-11,2013,7,11,0,21.375,12,5,3,4,1
2013-07-13,2013,7,13,1,20.125,12,0,3,4,1
2013-07-15,2013,7,15,6,18.7375,12,0,3,4,1
2013-07-23,2013,7,23,0,24.95,12,0,3,4,1
2013-08-27,2013,8,27,1,21.0875,12,0,3,4,1
2014-05-20,2014,5,20,0,20.725,12,0,3,4,1
2014-06-06,2014,6,6,3,19.3125,12,0,3,4,1
2014-06-12,2014,6,12,4,19.55,12,0,3,4,1
2014-06-30,2014,6,30,3,18.3375,12,0,3,4,1
2014-07-12,2014,7,12,0,20.375,12,0,3,4,1
2014-07-30,2014,7,30,6,22.925,12,0,3,4,1
2014-08-10,2014,8,10,6,23.1,12,0,3,4,1
2014-09-10,2014,9,10,2,18.625,12,0,3,4,1
2014-09-13,2014,9,13,7,17,12,0,3,4,1
2015-05-22,2015,5,22,4,17,12,0,3,4,1
2015-06-29,2015,6,29,3,21.5,12,0,3,4,1
2015-07-22,2015,7,22,2,23.75,12,0,3,4,1
2015-08-01,2015,8,1,0,17.625,12,0,3,4,1
2015-08-22,2015,8,22,0,23.5,12,0,3,4,1
2015-09-07,2015,9,7,0,17.25,12,0,3,4,1
2016-05-07,2016,5,7,0,22.125,12,0,3,4,1
2016-05-09,2016,5,9,0,19.875,12,0,3,4,1
2016-06-11,2016,6,11,0,17.375,12,0,3,4,1
2016-07-09,2016,7,9,5,19.125,12,0,3,4,1
2016-08-30,2016,8,30,2,20.25,12,0,3,4,1
2016-09-05,2016,9,5,0,19.125,12,0,3,4,1
2017-05-14,2017,5,14,2,18.75,12,0,3,4,1
2017-05-18,2017,5,18,4,23.125,12,0,3,4,1
2017-05-20,2017,5,20,4,16,12,0,3,4,1
2017-05-21,2017,5,21,1,18.625,12,0,3,4,1
2017-05-25,2017,5,25,2,18.875,12,0,3,4,1
2017-06-01,2017,6,1,0,17.375,12,5,3,4,1
2017-06-20,2017,6,20,0,20.75,12,0,3,4,1
2017-07-17,2017,7,17,6,18.5,12,0,3,4,1
2017-08-05,2017,8,5,4,20.125,12,0,3,4,1
2017-08-14,2017,8,14,1,18.6375,12,0,3,4,1
2018-05-09,2018,5,9,0,23.3,12,0,3,4,1
2018-06-01,2018,6,1,0,21.375,12,5,3,4,1
2018-07-01,2018,7,1,0,21.0625,12,5,3,4,1
2018-07-14,2018,7,14,7,17.7625,12,0,3,4,1
2018-08-29,2018,8,29,0,22.7,12,0,3,4,1
2018-09-10,2018,9,10,5,19.2375,12,0,3,4,1
2013-07-05,2013,7,5,5,19.975,12,0,3,4,1
2013-07-11,2013,7,11,0,21.375,12,5,3,4,1
2013-07-13,2013,7,13,1,20.125,12,0,3,4,1
2013-07-15,2013,7,15,6,18.7375,12,0,3,4,1
2013-07-23,2013,7,23,0,24.95,12,0,3,4,1
2013-08-27,2013,8,27,1,21.0875,12,0,3,4,1
2014-05-20,2014,5,20,0,20.725,12,0,3,4,1
2014-06-12,2014,6,12,4,19.55,12,0,3,4,1
2014-06-30,2014,6,30,3,18.3375,12,0,3,4,1
2014-07-12,2014,7,12,0,20.375,12,0,3,4,1
2014-08-10,2014,8,10,6,23.1,12,0,3,4,1
2014-09-13,2014,9,13,7,17,12,0,3,4,1
2015-05-22,2015,5,22,4,17,12,0,3,4,1
2015-06-29,2015,6,29,3,21.5,12,0,3,4,1
2015-08-01,2015,8,1,0,17.625,12,0,3,4,1
2015-08-22,2015,8,22,0,23.5,12,0,3,4,1
2015-09-07,2015,9,7,0,17.25,12,0,3,4,1
2016-05-07,2016,5,7,0,22.125,12,0,3,4,1
2016-05-09,2016,5,9,0,19.875,12,0,3,4,1
2016-06-11,2016,6,11,0,17.375,12,0,3,4,1
2016-07-09,2016,7,9,5,19.125,12,0,3,4,1
2016-08-30,2016,8,30,2,20.25,12,0,3,4,1
2016-09-05,2016,9,5,0,19.125,12,0,3,4,1
2017-05-14,2017,5,14,2,18.75,12,0,3,4,1
2017-05-18,2017,5,18,4,23.125,12,0,3,4,1
2017-05-20,2017,5,20,4,16,12,0,3,4,1
2017-05-21,2017,5,21,1,18.625,12,0,3,4,1
2017-05-25,2017,5,25,2,18.875,12,0,3,4,1
2017-06-01,2017,6,1,0,17.375,12,5,3,4,1
2017-06-20,2017,6,20,0,20.75,12,0,3,4,1
